id,release_date,movie,production_budget,domestic_gross,worldwide_gross,total_gross,profit,Year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
28,2002-02-22,Dragonfly,60000000.0,30063805.0,30063805.0,60127610.0,127610.0,2002,tt2510506,Dragonfly,Dragonfly,2015,80.0,"Crime,Drama,Thriller",6.3,40
28,2002-02-22,Dragonfly,60000000.0,30063805.0,30063805.0,60127610.0,127610.0,2002,tt3060772,Dragonfly,Dragonfly,2013,75.0,"Action,Adventure,Sci-Fi",9.0,5
28,2002-02-22,Dragonfly,60000000.0,30063805.0,30063805.0,60127610.0,127610.0,2002,tt3963812,Dragonfly,Dragonfly,2016,76.0,Drama,4.8,104
29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,113290652.0,53290652.0,2011,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320
35,1998-08-14,The Avengers,60000000.0,23385416.0,48585416.0,71970832.0,11970832.0,1998,tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655
41,2000-01-14,Supernova,60000000.0,14218868.0,14816494.0,29035362.0,-30964638.0,2000,tt1730764,Supernova,Supernova,2014,90.0,Drama,5.7,233
41,2000-01-14,Supernova,60000000.0,14218868.0,14816494.0,29035362.0,-30964638.0,2000,tt4231466,Supernova,"Supernova: The Knight, the Princess & Shooting Star",2014,135.0,"Drama,Mystery,Sci-Fi",6.6,274
47,2017-02-24,Rock Dog,60000000.0,9420546.0,24148488.0,33569034.0,-26430966.0,2017,tt2822672,Rock Dog,Rock Dog,2016,90.0,"Adventure,Animation,Comedy",5.9,3991
48,2015-01-23,Mortdecai,60000000.0,7696134.0,30396134.0,38092268.0,-21907732.0,2015,tt3045616,Mortdecai,Mortdecai,2015,107.0,"Action,Comedy,Crime",5.5,61366
52,2015-12-11,The Ridiculous 6,60000000.0,0.0,0.0,0.0,-60000000.0,2015,tt2479478,The Ridiculous 6,The Ridiculous 6,2015,119.0,"Comedy,Western",4.8,38694
53,2019-11-08,Midway,59500000.0,0.0,0.0,0.0,-59500000.0,2019,tt2428672,Midway,Midway,2013,85.0,"Documentary,Family",7.3,43
54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,130770522.0,71770522.0,2018,tt2296777,Sherlock Gnomes,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030
55,2019-01-25,The Kid Who Would Be King,59000000.0,16790790.0,28348446.0,45139236.0,-13860764.0,2019,tt6811018,The Kid Who Would Be King,The Kid Who Would Be King,2019,120.0,"Action,Adventure,Family",6.0,8044
56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,1164096302.0,1106096302.0,2016,tt1431045,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy",8.0,820847
57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,897452744.0,839452744.0,2014,tt2179136,American Sniper,American Sniper,2014,133.0,"Action,Biography,Drama",7.3,401915
58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,238974782.0,180974782.0,2015,tt1051904,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family",6.3,72858
60,1995-12-15,Sabrina,58000000.0,53458319.0,87100000.0,140558319.0,82558319.0,1995,tt7981492,Sabrina,Sabrina,2018,113.0,"Horror,Thriller",4.3,971
61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,100241875.0,42241875.0,2012,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815
63,2013-06-07,The Internship,58000000.0,44672764.0,93672764.0,138345528.0,80345528.0,2013,tt2234155,The Internship,The Internship,2013,119.0,Comedy,6.3,179817
66,2017-03-24,Life,58000000.0,30234022.0,100929666.0,131163688.0,73163688.0,2017,tt1869538,Life,Life,2010,75.0,Documentary,7.8,5
66,2017-03-24,Life,58000000.0,30234022.0,100929666.0,131163688.0,73163688.0,2017,tt2948840,Life,Life,2015,111.0,"Biography,Drama",6.1,6604
66,2017-03-24,Life,58000000.0,30234022.0,100929666.0,131163688.0,73163688.0,2017,tt5442430,Life,Life,2017,104.0,"Horror,Sci-Fi,Thriller",6.6,182840
70,2010-09-10,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,356002756.0,298502756.0,2010,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,96.0,"Action,Adventure,Horror",5.9,153270
71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,95016324.0,37516324.0,2012,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,5.6,83009
73,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,200991357.0,143991357.0,2012,tt1071875,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",4.3,103608
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,341118773.0,284918773.0,2014,tt2180411,Into the Woods,Into the Woods,2014,125.0,"Adventure,Comedy,Drama",6.0,123577
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,341118773.0,284918773.0,2014,tt2191715,Into the Woods,Into the Woods,2011,91.0,"Comedy,Musical",7.8,33
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,341118773.0,284918773.0,2014,tt2201083,Into the Woods,Into the Woods,2012,91.0,Thriller,2.6,167
84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,1111288681.0,1056288681.0,2018,tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,2018,134.0,"Biography,Drama,Music",8.0,345466
85,2005-02-11,Hitch,55000000.0,177784257.0,366784257.0,544568514.0,489568514.0,2005,tt2477178,Hitch,Hitch,2012,70.0,Drama,7.4,8
91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,495832502.0,440832502.0,2017,tt4465564,Fifty Shades Darker,Fifty Shades Darker,2017,118.0,"Drama,Romance",4.6,81706
92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,327784601.0,272784601.0,2013,tt1535109,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",7.8,387402
95,2017-11-10,Murder on the Orient Express,55000000.0,102826543.0,345922730.0,448749273.0,393749273.0,2017,tt3402236,Murder on the Orient Express,Murder on the Orient Express,2017,114.0,"Crime,Drama,Mystery",6.5,178603
96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,294434362.0,239434362.0,2014,tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302
97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,471758379.0,416758379.0,2018,tt4477536,Fifty Shades Freed,Fifty Shades Freed,2018,105.0,"Drama,Romance,Thriller",4.5,43893
99,2010-04-09,Date Night,55000000.0,98711404.0,152269033.0,250980437.0,195980437.0,2010,tt1279935,Date Night,Date Night,2010,88.0,"Comedy,Crime,Romance",6.3,144683
5,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,335012675.0,280012675.0,2015,tt1109624,Paddington,Paddington,2014,95.0,"Adventure,Comedy,Family",7.2,84679
16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,166137552.0,111137552.0,2013,tt1621039,Free Birds,Free Birds,2013,91.0,"Adventure,Animation,Comedy",5.9,20934
20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,130491194.0,75491194.0,2014,tt2281587,Muppets Most Wanted,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime",6.4,29018
22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,125571210.0,70571210.0,2016,tt4302938,Kubo and the Two Strings,Kubo and the Two Strings,2016,101.0,"Action,Adventure,Animation",7.8,105578
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,129993330.0,74993330.0,2010,tt1126591,Burlesque,Burlesque,2010,119.0,"Drama,Music,Musical",6.4,71021
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,129993330.0,74993330.0,2010,tt1586713,Burlesque,Burlesque,2010,91.0,Drama,7.0,45
27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,101483045.0,46483045.0,2012,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",5.7,115757
28,2003-03-14,The Hunted,55000000.0,34234008.0,47213095.0,81447103.0,26447103.0,2003,tt2322932,The Hunted,The Hunted,2015,90.0,"Action,Comedy,Horror",6.5,53
28,2003-03-14,The Hunted,55000000.0,34234008.0,47213095.0,81447103.0,26447103.0,2003,tt3149900,The Hunted,The Hunted,2013,89.0,"Horror,Mystery,Thriller",4.7,1058
32,2018-02-23,Annihilation,55000000.0,32732301.0,43070915.0,75803216.0,20803216.0,2018,tt2798920,Annihilation,Annihilation,2018,115.0,"Adventure,Drama,Horror",6.9,228664
33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,106057174.0,51057174.0,2015,tt2554274,Crimson Peak,Crimson Peak,2015,119.0,"Drama,Fantasy,Horror",6.5,119287
34,2012-04-27,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,167194731.0,112194731.0,2012,tt1430626,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012,88.0,"Adventure,Animation,Comedy",6.7,41958
36,1996-08-02,Chain Reaction,55000000.0,21226204.0,60209334.0,81435538.0,26435538.0,1996,tt7201536,Chain Reaction,Reakcja lancuchowa,2017,100.0,Drama,3.4,37
41,1997-01-10,Turbulence,55000000.0,11532774.0,11532774.0,23065548.0,-31934452.0,1997,tt2100675,Turbulence,Turbulence,2011,90.0,Comedy,8.2,34
41,1997-01-10,Turbulence,55000000.0,11532774.0,11532774.0,23065548.0,-31934452.0,1997,tt3671042,Turbulence,Turbulence,2014,90.0,Drama,6.8,8
41,1997-01-10,Turbulence,55000000.0,11532774.0,11532774.0,23065548.0,-31934452.0,1997,tt5592256,Turbulence,Turbulence,2016,120.0,"Action,Drama,Thriller",5.3,249
42,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,32087798.0,-22912202.0,2013,tt1308729,Bullet to the Head,Bullet to the Head,2012,92.0,"Action,Crime,Thriller",5.7,44816
59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,161413550.0,108413550.0,2015,tt1355683,Black Mass,Black Mass,2015,123.0,"Biography,Crime,Drama",6.9,155847
65,1998-10-16,Beloved,53000000.0,22852487.0,22852487.0,45704974.0,-7295026.0,1998,tt1410297,Beloved,O Bem Amado,2010,107.0,Comedy,6.4,506
65,1998-10-16,Beloved,53000000.0,22852487.0,22852487.0,45704974.0,-7295026.0,1998,tt1815799,Beloved,Les bien-aimés,2011,133.0,"Drama,Musical,Romance",6.2,2138
65,1998-10-16,Beloved,53000000.0,22852487.0,22852487.0,45704974.0,-7295026.0,1998,tt3421854,Beloved,Qin ai,2012,99.0,Drama,6.7,15
65,1998-10-16,Beloved,53000000.0,22852487.0,22852487.0,45704974.0,-7295026.0,1998,tt8450662,Beloved,Beloved,2018,66.0,Documentary,7.3,22
66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,230333151.0,177833151.0,2012,tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157.0,"Drama,Thriller",7.4,251072
70,2010-02-12,Valentine's Day,52000000.0,110485654.0,217569328.0,328054982.0,276054982.0,2010,tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171
72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,113240485.0,61240485.0,2011,tt1488555,The Change-Up,The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,135476252.0,84476252.0,2018,tt2121250,Alpha,Alpha,2013,116.0,Crime,5.5,102
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,135476252.0,84476252.0,2018,tt3166734,Alpha,Alpha,2015,80.0,"Drama,Horror,Mystery",7.7,37
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,135476252.0,84476252.0,2018,tt4244998,Alpha,Alpha,2018,96.0,"Adventure,Drama,Family",6.7,41882
81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,189426970.0,139226970.0,2011,tt1385826,The Adjustment Bureau,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616
84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,774682367.0,724682367.0,2012,tt1637725,Ted,Ted,2012,106.0,"Comedy,Fantasy",6.9,538367
85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,523053213.0,473053213.0,2014,tt2294449,22 Jump Street,22 Jump Street,2014,112.0,"Action,Comedy,Crime",7.0,319504
91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,344635676.0,294635676.0,2016,tt1489889,Central Intelligence,Central Intelligence,2016,107.0,"Action,Comedy,Crime",6.3,138872
92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,299538461.0,249538461.0,2013,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119.0,Comedy,6.3,156116
93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,384976924.0,334976924.0,2011,tt1650062,Super 8,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575
96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,329307411.0,279307411.0,2018,tt6343314,Creed II,Creed II,2018,130.0,"Drama,Sport",7.2,72503
97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,462370570.0,412370570.0,2018,tt5117670,Peter Rabbit,Peter Rabbit,2018,95.0,"Adventure,Animation,Comedy",6.6,27908
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,274662083.0,224662083.0,2018,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,274662083.0,224662083.0,2018,tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,274662083.0,224662083.0,2018,tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955
2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,314125215.0,264125215.0,2014,tt2024469,Non-Stop,Non-Stop,2014,106.0,"Action,Mystery,Thriller",7.0,234717
7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,302651825.0,252651825.0,2017,tt4877122,The Emoji Movie,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy",3.2,47294
9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,261652338.0,211652338.0,2017,tt6294822,The Post,The Post,2017,116.0,"Biography,Drama,History",7.2,108017
10,1999-02-05,Payback,50000000.0,81526121.0,161626121.0,243152242.0,193152242.0,1999,tt1430625,Payback,Payback,2012,82.0,Documentary,6.4,186
10,1999-02-05,Payback,50000000.0,81526121.0,161626121.0,243152242.0,193152242.0,1999,tt1740017,Payback,Payback,2010,115.0,"Action,Crime,Drama",5.5,58
10,1999-02-05,Payback,50000000.0,81526121.0,161626121.0,243152242.0,193152242.0,1999,tt3108662,Payback,Entrando Numa Roubada,2015,77.0,"Action,Comedy,Drama",5.0,74
14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,194353623.0,144353623.0,2011,tt1389137,We Bought a Zoo,We Bought a Zoo,2011,124.0,"Comedy,Drama,Family",7.1,126849
15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,186906327.0,136906327.0,2011,tt1210166,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",7.6,326657
21,2004-09-24,The Forgotten,50000000.0,66711892.0,117211892.0,183923784.0,133923784.0,2004,tt2145909,The Forgotten,The Forgotten,2014,89.0,Horror,5.3,472
26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,293558046.0,243558046.0,2012,tt1605630,American Reunion,American Reunion,2012,113.0,Comedy,6.7,192250
27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000.0,55703475.0,214949716.0,270653191.0,220653191.0,2013,tt1428538,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,2013,88.0,"Action,Fantasy,Horror",6.1,183387
32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,186911212.0,136911212.0,2017,tt3532216,American Made,American Made,2017,115.0,"Action,Biography,Comedy",7.2,131043
35,2014-10-17,The Book of Life,50000000.0,50151543.0,97651543.0,147803086.0,97803086.0,2014,tt2262227,The Book of Life,The Book of Life,2014,95.0,"Adventure,Animation,Comedy",7.3,59486
35,2014-10-17,The Book of Life,50000000.0,50151543.0,97651543.0,147803086.0,97803086.0,2014,tt6716346,The Book of Life,The Book of Life,2017,120.0,Thriller,6.7,7
40,2014-08-08,Into the Storm,50000000.0,47602194.0,150429371.0,198031565.0,148031565.0,2014,tt2106361,Into the Storm,Into the Storm,2014,89.0,"Action,Adventure,Drama",5.8,60894
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,123238776.0,73238776.0,2014,tt1872194,The Judge,The Judge,2014,141.0,"Crime,Drama",7.4,162952
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,123238776.0,73238776.0,2014,tt6246092,The Judge,The Judge,2017,76.0,Documentary,7.3,84
45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,129269026.0,79269026.0,2016,tt2005151,War Dogs,War Dogs,2016,114.0,"Comedy,Crime,Drama",7.1,154029
48,1997-09-26,The Peacemaker,50000000.0,41263140.0,62967368.0,104230508.0,54230508.0,1997,tt6140144,The Peacemaker,The Peacemaker,2016,90.0,Documentary,7.9,30
56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,95858510.0,45858510.0,2016,tt3799694,The Nice Guys,The Nice Guys,2016,116.0,"Action,Comedy,Crime",7.4,240337
59,2010-06-04,Marmaduke,50000000.0,33644788.0,89895930.0,123540718.0,73540718.0,2010,tt1392197,Marmaduke,Marmaduke,2010,87.0,"Comedy,Family",4.2,13283
61,2010-10-15,Hereafter,50000000.0,32746941.0,108660270.0,141407211.0,91407211.0,2010,tt1212419,Hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",6.5,87288
63,1995-10-06,Assassins,50000000.0,30306268.0,83306268.0,113612536.0,63612536.0,1995,tt2385003,Assassins,Assassins,2014,84.0,"Action,Drama,Thriller",4.4,73
64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,84197386.0,34197386.0,2016,tt1608290,Zoolander 2,Zoolander 2,2016,101.0,Comedy,4.7,59914
68,2013-03-29,The Host,50000000.0,26623701.0,64477051.0,91100752.0,41100752.0,2013,tt1517260,The Host,The Host,2013,125.0,"Action,Adventure,Drama",5.9,105633
68,2013-03-29,The Host,50000000.0,26623701.0,64477051.0,91100752.0,41100752.0,2013,tt5537146,The Host,The Host,2015,60.0,Documentary,6.4,8
70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,93423288.0,43423288.0,2015,tt2199571,Run All Night,Run All Night,2015,114.0,"Action,Drama,Thriller",6.6,94131
77,2019-04-12,Hellboy,50000000.0,21903748.0,40725492.0,62629240.0,12629240.0,2019,tt2274648,Hellboy,Hellboy,2019,120.0,"Action,Adventure,Fantasy",5.4,19534
78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,47718083.0,-2281917.0,2011,tt1240982,Your Highness,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940
79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,56968437.0,6968437.0,2016,tt3774114,Snowden,Snowden,2016,134.0,"Biography,Drama,Thriller",7.3,119149
80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,62944506.0,12944506.0,2011,tt1462041,Dream House,Dream House,2011,84.0,"Drama,Mystery,Thriller",6.0,59714
81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,44047288.0,-5952712.0,2016,tt1124037,Free State of Jones,Free State of Jones,2016,139.0,"Action,Biography,Drama",6.9,45135
82,2009-09-04,Gamer,50000000.0,20534907.0,42002029.0,62536936.0,12536936.0,2009,tt2217809,Gamer,Gámer,2011,92.0,Drama,5.0,416
82,2009-09-04,Gamer,50000000.0,20534907.0,42002029.0,62536936.0,12536936.0,2009,tt4278204,Gamer,Gamer,2014,91.0,Thriller,3.6,12
85,2013-02-14,Beautiful Creatures,50000000.0,19452138.0,60282876.0,79735014.0,29735014.0,2013,tt1559547,Beautiful Creatures,Beautiful Creatures,2013,124.0,"Drama,Fantasy,Romance",6.2,79764
90,1995-11-03,Fair Game,50000000.0,11497497.0,26097497.0,37594994.0,-12405006.0,1995,tt0977855,Fair Game,Fair Game,2010,108.0,"Biography,Drama,Thriller",6.8,43862
90,1995-11-03,Fair Game,50000000.0,11497497.0,26097497.0,37594994.0,-12405006.0,1995,tt4893748,Fair Game,Fair Game,2017,91.0,Documentary,8.2,5
91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,51763616.0,1763616.0,2011,tt1502404,Drive Angry,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203
93,1995-10-13,The Scarlet Letter,50000000.0,10359006.0,10359006.0,20718012.0,-29281988.0,1995,tt4700594,The Scarlet Letter,The Scarlet Letter,2015,111.0,"Drama,History",6.1,19
94,2005-10-14,Domino,50000000.0,10169202.0,23574057.0,33743259.0,-16256741.0,2005,tt3282076,Domino,Domino,2019,89.0,"Crime,Thriller",4.6,758
98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,53553434.0,3553434.0,2018,tt4701724,Early Man,Early Man,2018,89.0,"Adventure,Animation,Comedy",6.1,15882
2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,9228551.0,-40771449.0,2015,tt1014763,Child 44,Child 44,2015,137.0,"Crime,Drama,History",6.5,59477
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,26489157.0,-23510843.0,2013,tt1374992,Upside Down,Upside Down,2012,109.0,"Drama,Fantasy,Romance",6.4,66347
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,26489157.0,-23510843.0,2013,tt1713561,Upside Down,Upside Down,2011,91.0,Drama,7.7,6
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,26489157.0,-23510843.0,2013,tt2105043,Upside Down,Upside Down,2012,81.0,Drama,6.6,45
5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,15552347.0,-34447653.0,2015,tt1092634,Shanghai,Shanghai,2010,105.0,"Crime,Drama,Mystery",6.4,8662
5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,15552347.0,-34447653.0,2015,tt2072227,Shanghai,Shanghai,2012,120.0,"Crime,Mystery,Thriller",7.2,9047
10,2001-11-02,The One,49000000.0,43905746.0,72689126.0,116594872.0,67594872.0,2001,tt1681371,The One,The One,2011,89.0,"Comedy,Drama,Romance",5.0,681
10,2001-11-02,The One,49000000.0,43905746.0,72689126.0,116594872.0,67594872.0,2001,tt7121588,The One,Jue shi gao shou,2017,116.0,Comedy,5.4,143
11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,136571324.0,87571324.0,2015,tt1823672,Chappie,Chappie,2015,120.0,"Action,Crime,Drama",6.8,213733
13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,83820994.0,34820994.0,2012,tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",6.6,84668
16,2000-12-27,Traffic,48000000.0,124107476.0,208300000.0,332407476.0,284407476.0,2000,tt1821682,Traffic,Traffic,2011,122.0,"Action,Adventure,Mystery",8.0,3551
16,2000-12-27,Traffic,48000000.0,124107476.0,208300000.0,332407476.0,284407476.0,2000,tt2939912,Traffic,Traffic,2016,104.0,"Adventure,Drama,Thriller",6.7,2290
16,2000-12-27,Traffic,48000000.0,124107476.0,208300000.0,332407476.0,284407476.0,2000,tt4061640,Traffic,Traffic,2014,110.0,Documentary,9.2,64
17,2002-03-29,Panic Room,48000000.0,95308367.0,196308367.0,291616734.0,243616734.0,2002,tt5521836,Panic Room,Panic Room,2016,91.0,"Action,Drama,Mystery",4.4,18
18,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,416912848.0,368912848.0,2015,tt2446042,Taken 3,Taken 3,2014,108.0,"Action,Thriller",6.0,165072
20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,187099425.0,139099425.0,2018,tt7401588,Instant Family,Instant Family,2018,118.0,"Comedy,Drama",7.4,46728
22,1999-10-01,Three Kings,48000000.0,60652036.0,107752036.0,168404072.0,120404072.0,1999,tt1609986,Three Kings,Three Kings,2010,65.0,"Biography,Documentary,Sport",6.8,5
22,1999-10-01,Three Kings,48000000.0,60652036.0,107752036.0,168404072.0,120404072.0,1999,tt1869233,Three Kings,Three Kings,2011,123.0,Comedy,4.0,153
23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,172632642.0,124632642.0,2010,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939
23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,172632642.0,124632642.0,2010,tt7906260,Tooth Fairy,Toof,2019,86.0,Horror,2.6,64
31,2008-01-25,Rambo,47500000.0,42754105.0,112214531.0,154968636.0,107468636.0,2008,tt3107798,Rambo,Rambo,2012,144.0,"Comedy,Drama,Thriller",6.3,61
32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,36154912.0,-11345088.0,2016,tt1355631,The Infiltrator,The Infiltrator,2016,127.0,"Biography,Crime,Drama",7.0,61547
34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,303674033.0,256674033.0,2016,tt2543164,Arrival,Arrival,2016,116.0,"Drama,Mystery,Sci-Fi",7.9,515483
36,2009-04-22,Earth,47000000.0,32011576.0,116773317.0,148784893.0,101784893.0,2009,tt3518372,Earth,Earth,2015,60.0,Sci-Fi,3.6,16
36,2009-04-22,Earth,47000000.0,32011576.0,116773317.0,148784893.0,101784893.0,2009,tt9746500,Earth,Erde,2019,115.0,Documentary,7.3,49
40,2010-06-18,Jonah Hex,47000000.0,10547117.0,11022696.0,21569813.0,-25430187.0,2010,tt1075747,Jonah Hex,Jonah Hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860
42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,30826803.0,-15673197.0,2016,tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",7.2,85242
42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,30826803.0,-15673197.0,2016,tt1731755,Silence,Hiljaisuus,2011,110.0,"Drama,War",6.7,373
42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,30826803.0,-15673197.0,2016,tt2275949,Silence,Silence,2012,87.0,Drama,6.7,174
42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,30826803.0,-15673197.0,2016,tt3425108,Silence,Silence,2013,120.0,"Drama,Thriller",4.6,170
44,1997-06-20,My Best Friend's Wedding,46000000.0,126813153.0,298923419.0,425736572.0,379736572.0,1997,tt5275314,My Best Friend's Wedding,My Best Friend's Wedding,2016,91.0,"Comedy,Romance",5.0,162
48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,174404604.0,128404604.0,2013,tt1392214,Prisoners,Prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,526273
54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,517661691.0,472661691.0,2012,tt1397280,Taken 2,Taken 2,2012,92.0,"Action,Thriller",6.3,273106
